start_station_name,latitude,longtitude,member_type,num_trips
"2112 W Peterson Ave",41.99,-87.68,casual,289
"2112 W Peterson Ave",41.99,-87.68,member,451
"21st St & Pulaski Rd",41.85,-87.72,casual,20
"21st St & Pulaski Rd",41.85,-87.72,member,11
"63rd St Beach",41.78,-87.58,casual,792
"63rd St Beach",41.78,-87.58,member,459
"900 W Harrison St",41.87,-87.67,casual,1
"900 W Harrison St",41.87,-87.65,casual,3382
"900 W Harrison St",41.88,-87.66,casual,1
"900 W Harrison St",41.88,-87.65,casual,2
"900 W Harrison St",41.89,-87.68,casual,1
"900 W Harrison St",41.84,-87.70,member,1
"900 W Harrison St",41.85,-87.69,member,1
"900 W Harrison St",41.86,-87.68,member,1
"900 W Harrison St",41.86,-87.65,member,1
"900 W Harrison St",41.87,-87.67,member,1
"900 W Harrison St",41.87,-87.65,member,9982
"900 W Harrison St",41.88,-87.65,member,10
"900 W Harrison St",41.89,-87.68,member,2
"900 W Harrison St",41.90,-87.62,member,1
"900 W Harrison St",41.92,-87.68,member,1
"Aberdeen St & Jackson Blvd",41.88,-87.66,casual,12
"Aberdeen St & Jackson Blvd",41.88,-87.65,casual,4149
"Aberdeen St & Jackson Blvd",41.88,-87.63,casual,2
"Aberdeen St & Jackson Blvd",41.89,-87.62,casual,1
"Aberdeen St & Jackson Blvd",41.94,-87.69,casual,1
"Aberdeen St & Jackson Blvd",41.87,-87.67,member,2
"Aberdeen St & Jackson Blvd",41.87,-87.65,member,1
"Aberdeen St & Jackson Blvd",41.88,-87.66,member,55
"Aberdeen St & Jackson Blvd",41.88,-87.65,member,12431
"Aberdeen St & Jackson Blvd",41.88,-87.64,member,1
"Aberdeen St & Jackson Blvd",41.93,-87.71,member,1
"Aberdeen St & Jackson Blvd",41.94,-87.69,member,1
"Aberdeen St & Jackson Blvd",41.97,-87.71,member,1
"Aberdeen St & Monroe St",41.88,-87.66,casual,3100
"Aberdeen St & Monroe St",41.88,-87.65,casual,1
"Aberdeen St & Monroe St",41.89,-87.65,casual,1
"Aberdeen St & Monroe St",41.91,-87.63,casual,1
"Aberdeen St & Monroe St",41.99,-87.67,casual,1
"Aberdeen St & Monroe St",41.88,-87.66,member,8201
"Aberdeen St & Monroe St",41.88,-87.65,member,4
"Aberdeen St & Monroe St",41.88,-87.64,member,1
"Aberdeen St & Monroe St",41.88,-87.63,member,1
"Aberdeen St & Monroe St",41.89,-87.66,member,1
"Aberdeen St & Monroe St",41.91,-87.63,member,1
"Aberdeen St & Monroe St",41.98,-87.79,member,1
"Aberdeen St & Randolph St",41.88,-87.65,casual,3772
"Aberdeen St & Randolph St",41.88,-87.64,casual,1
"Aberdeen St & Randolph St",41.89,-87.65,casual,1
"Aberdeen St & Randolph St",41.90,-87.67,casual,1
"Aberdeen St & Randolph St",41.95,-87.66,casual,1
"Aberdeen St & Randolph St",41.87,-87.63,member,1
"Aberdeen St & Randolph St",41.88,-87.66,member,1
"Aberdeen St & Randolph St",41.88,-87.65,member,8388
"Aberdeen St & Randolph St",41.89,-87.67,member,1
"Aberdeen St & Randolph St",41.89,-87.66,member,1
"Aberdeen St & Randolph St",41.89,-87.65,member,3
"Aberdeen St & Randolph St",41.90,-87.67,member,1
"Ada St & 113th St",41.69,-87.66,casual,20
"Ada St & 113th St",41.69,-87.66,member,9
"Ada St & Washington Blvd",41.88,-87.66,casual,2167
"Ada St & Washington Blvd",41.88,-87.66,member,5413
"Ada St & Washington Blvd",41.88,-87.65,member,2
"Ada St & Washington Blvd",41.92,-87.65,member,1
"Ada St & Washington Blvd",41.96,-87.70,member,1
"Adler Planetarium",41.87,-87.62,casual,2
"Adler Planetarium",41.87,-87.61,casual,14163
"Adler Planetarium",41.89,-87.61,casual,1
"Adler Planetarium",41.84,-87.61,member,1
"Adler Planetarium",41.86,-87.61,member,1
"Adler Planetarium",41.87,-87.62,member,1
"Adler Planetarium",41.87,-87.61,member,5756
"Adler Planetarium",41.88,-87.65,member,1
"Adler Planetarium",41.88,-87.63,member,2
"Adler Planetarium",41.90,-87.62,member,1
"Albany Ave & 16th St",41.86,-87.70,casual,90
"Albany Ave & 16th St",41.86,-87.70,member,35
"Albany Ave & 26th St",41.84,-87.70,casual,119
"Albany Ave & 26th St",41.84,-87.70,member,93
"Albany Ave & Belmont Ave",41.94,-87.71,casual,364
"Albany Ave & Belmont Ave",41.94,-87.71,member,503
"Albany Ave & Bloomingdale Ave",41.91,-87.71,casual,2161
"Albany Ave & Bloomingdale Ave",41.91,-87.70,casual,2
"Albany Ave & Bloomingdale Ave",41.88,-87.67,member,1
"Albany Ave & Bloomingdale Ave",41.91,-87.71,member,3866
"Albany Ave & Bloomingdale Ave",41.91,-87.70,member,2
"Albany Ave & Douglas Blvd",41.86,-87.70,casual,58
"Albany Ave & Douglas Blvd",41.86,-87.70,member,23
"Albany Ave & Montrose Ave",41.96,-87.71,casual,770
"Albany Ave & Montrose Ave",41.95,-87.75,member,1
"Albany Ave & Montrose Ave",41.96,-87.71,member,1505
"Altgeld Gardens",41.66,-87.60,casual,25
"Altgeld Gardens",41.66,-87.60,member,3
"Archer (Damen) Ave & 37th St",41.83,-87.68,casual,257
"Archer (Damen) Ave & 37th St",41.83,-87.68,member,476
"Archer Ave & 43rd St",41.82,-87.70,casual,73
"Archer Ave & 43rd St",41.82,-87.70,member,18
"Archer Ave & Homan Ave",41.81,-87.71,casual,5
"Archer Ave & Homan Ave",41.81,-87.71,member,2
"Artesian Ave & 55th St",41.79,-87.69,casual,61
"Artesian Ave & 55th St",41.79,-87.69,member,48
"Artesian Ave & 71st St",41.76,-87.68,casual,16
"Artesian Ave & 71st St",41.76,-87.68,member,20
"Artesian Ave & Hubbard St",41.89,-87.69,casual,1814
"Artesian Ave & Hubbard St",41.98,-87.69,casual,1
"Artesian Ave & Hubbard St",41.82,-87.60,member,1
"Artesian Ave & Hubbard St",41.89,-87.69,member,4157
"Artesian Ave & Hubbard St",41.89,-87.65,member,1
"Artesian Ave & Hubbard St",41.90,-87.69,member,1
"Artesian Ave & Hubbard St",41.90,-87.63,member,1
"Artesian Ave & Hubbard St",41.91,-87.66,member,1
"Artesian Ave & Hubbard St",41.94,-87.66,member,1
"Artesian Ave & Marquette Rd",41.77,-87.68,casual,24
"Artesian Ave & Marquette Rd",41.77,-87.68,member,58
"Ashland Ave & 13th St",41.87,-87.67,casual,434
"Ashland Ave & 13th St",41.71,-87.72,member,1
"Ashland Ave & 13th St",41.86,-87.67,member,1
"Ashland Ave & 13th St",41.87,-87.67,member,3154
"Ashland Ave & 13th St",41.94,-87.68,member,1
"Ashland Ave & 50th St",41.80,-87.66,casual,95
"Ashland Ave & 50th St",41.80,-87.66,member,255
"Ashland Ave & 63rd St",41.78,-87.67,casual,1
"Ashland Ave & 63rd St",41.78,-87.66,casual,52
"Ashland Ave & 63rd St",41.78,-87.66,member,55
"Ashland Ave & 66th St",41.77,-87.66,casual,43
"Ashland Ave & 66th St",41.77,-87.66,member,45
"Ashland Ave & 74th St",41.76,-87.66,casual,35
"Ashland Ave & 74th St",41.76,-87.66,member,41
"Ashland Ave & 78th St",41.75,-87.66,casual,52
"Ashland Ave & 78th St",41.75,-87.66,member,41
"Ashland Ave & Archer Ave",41.84,-87.67,casual,749
"Ashland Ave & Archer Ave",41.84,-87.66,casual,1
"Ashland Ave & Archer Ave",41.84,-87.67,member,1128
"Ashland Ave & Augusta Blvd",41.88,-87.67,casual,1
"Ashland Ave & Augusta Blvd",41.90,-87.67,casual,2052
"Ashland Ave & Augusta Blvd",41.88,-87.65,member,1
"Ashland Ave & Augusta Blvd",41.89,-87.67,member,1
"Ashland Ave & Augusta Blvd",41.89,-87.65,member,2
"Ashland Ave & Augusta Blvd",41.90,-87.67,member,6131
"Ashland Ave & Augusta Blvd",41.90,-87.62,member,1
"Ashland Ave & Augusta Blvd",41.91,-87.68,member,1
"Ashland Ave & Augusta Blvd",41.94,-87.64,member,1
"Ashland Ave & Belle Plaine Ave",41.96,-87.67,casual,1465
"Ashland Ave & Belle Plaine Ave",41.97,-87.67,casual,1
"Ashland Ave & Belle Plaine Ave",41.96,-87.67,member,2111
"Ashland Ave & Belle Plaine Ave",41.96,-87.65,member,1
"Ashland Ave & Blackhawk St",41.91,-87.67,casual,3063
"Ashland Ave & Blackhawk St",41.88,-87.65,member,1
"Ashland Ave & Blackhawk St",41.89,-87.64,member,1
"Ashland Ave & Blackhawk St",41.89,-87.62,member,1
"Ashland Ave & Blackhawk St",41.90,-87.67,member,1
"Ashland Ave & Blackhawk St",41.91,-87.67,member,6097
"Ashland Ave & Blackhawk St",41.91,-87.66,member,1
"Ashland Ave & Blackhawk St",41.92,-87.67,member,1
"Ashland Ave & Chicago Ave",41.87,-87.62,casual,1
"Ashland Ave & Chicago Ave",41.90,-87.67,casual,2102
"Ashland Ave & Chicago Ave",41.89,-87.68,member,1
"Ashland Ave & Chicago Ave",41.90,-87.68,member,1
"Ashland Ave & Chicago Ave",41.90,-87.67,member,5069
"Ashland Ave & Division St",41.86,-87.70,casual,1
"Ashland Ave & Division St",41.87,-87.64,casual,1
"Ashland Ave & Division St",41.89,-87.65,casual,1
"Ashland Ave & Division St",41.89,-87.64,casual,2
"Ashland Ave & Division St",41.90,-87.67,casual,7776
"Ashland Ave & Division St",41.86,-87.68,member,1
"Ashland Ave & Division St",41.88,-87.65,member,1
"Ashland Ave & Division St",41.88,-87.64,member,1
"Ashland Ave & Division St",41.89,-87.62,member,1
"Ashland Ave & Division St",41.90,-87.67,member,16461
"Ashland Ave & Division St",41.90,-87.66,member,1
"Ashland Ave & Division St",41.90,-87.63,member,2
"Ashland Ave & Division St",41.91,-87.68,member,1
"Ashland Ave & Division St",41.99,-87.71,member,1
"Ashland Ave & Garfield Blvd",41.79,-87.66,casual,67
"Ashland Ave & Garfield Blvd",41.79,-87.66,member,33
"Ashland Ave & Grace St",41.91,-87.63,casual,1
"Ashland Ave & Grace St",41.92,-87.71,casual,1
"Ashland Ave & Grace St",41.93,-87.63,casual,1
"Ashland Ave & Grace St",41.94,-87.66,casual,1
"Ashland Ave & Grace St",41.95,-87.67,casual,3008
"Ashland Ave & Grace St",41.94,-87.67,member,1
"Ashland Ave & Grace St",41.95,-87.67,member,5700
"Ashland Ave & Grand Ave",41.89,-87.67,casual,1865
"Ashland Ave & Grand Ave",41.89,-87.66,casual,1
"Ashland Ave & Grand Ave",41.87,-87.64,member,1
"Ashland Ave & Grand Ave",41.88,-87.65,member,2
"Ashland Ave & Grand Ave",41.88,-87.64,member,1
"Ashland Ave & Grand Ave",41.89,-87.67,member,4192
"Ashland Ave & Grand Ave",41.89,-87.65,member,1
"Ashland Ave & Grand Ave",41.89,-87.64,member,1
"Ashland Ave & Grand Ave",41.90,-87.67,member,1
"Ashland Ave & Grand Ave",41.90,-87.63,member,1
"Ashland Ave & Grand Ave",41.92,-87.65,member,1
"Ashland Ave & Lake St",41.89,-87.68,casual,1
"Ashland Ave & Lake St",41.89,-87.67,casual,2742
"Ashland Ave & Lake St",41.86,-87.68,member,2
"Ashland Ave & Lake St",41.89,-87.68,member,2
"Ashland Ave & Lake St",41.89,-87.67,member,4190
"Ashland Ave & Lake St",41.89,-87.64,member,1
"Ashland Ave & McDowell Ave",41.81,-87.66,casual,105
"Ashland Ave & McDowell Ave",41.81,-87.66,member,124
"Ashland Ave & Pershing Rd",41.82,-87.67,casual,99
"Ashland Ave & Pershing Rd",41.82,-87.67,member,198
"Ashland Ave & Wellington Ave",41.94,-87.67,casual,2369
"Ashland Ave & Wellington Ave",41.95,-87.66,casual,1
"Ashland Ave & Wellington Ave",41.86,-87.68,member,1
"Ashland Ave & Wellington Ave",41.89,-87.63,member,1
"Ashland Ave & Wellington Ave",41.90,-87.60,member,1
"Ashland Ave & Wellington Ave",41.93,-87.67,member,1
"Ashland Ave & Wellington Ave",41.94,-87.67,member,5914
"Ashland Ave & Wrightwood Ave",41.89,-87.68,casual,1
"Ashland Ave & Wrightwood Ave",41.93,-87.67,casual,2235
"Ashland Ave & Wrightwood Ave",41.93,-87.67,member,4264
"Augusta Blvd & Laramie Ave",41.90,-87.76,casual,69
"Augusta Blvd & Laramie Ave",41.90,-87.76,member,2
"Austin Blvd & Chicago Ave",41.89,-87.77,casual,142
"Austin Blvd & Chicago Ave",41.89,-87.77,member,50
"Austin Blvd & Lake St",41.89,-87.77,casual,226
"Austin Blvd & Lake St",41.89,-87.77,member,230
"Austin Blvd & Madison St",41.88,-87.77,casual,112
"Austin Blvd & Madison St",41.88,-87.77,member,142
"Avenue L & 114th St",41.69,-87.54,casual,27
"Avenue L & 114th St",41.69,-87.54,member,1
"Avenue O & 118th St",41.68,-87.54,casual,50
"Avenue O & 118th St",41.68,-87.54,member,24
"Avenue O & 118th St",41.72,-87.64,member,1
"Avenue O & 134th St",41.65,-87.54,casual,76
"Avenue O & 134th St",41.65,-87.54,member,16
"Avers Ave & Belmont Ave",41.94,-87.72,casual,1139
"Avers Ave & Belmont Ave",41.94,-87.72,member,1564
"Avondale Ave & Irving Park Rd",41.95,-87.73,casual,1104
"Avondale Ave & Irving Park Rd",41.95,-87.74,member,1
"Avondale Ave & Irving Park Rd",41.95,-87.73,member,1770
"Baltimore Ave & 87th St",41.74,-87.55,casual,87
"Baltimore Ave & 87th St",41.74,-87.55,member,172
"Base - 2132 W Hubbard",41.89,-87.68,member,4
"Bennett Ave & 79th St",41.75,-87.58,casual,48
"Bennett Ave & 79th St",41.75,-87.58,member,11
"Benson Ave & Church St",42.03,-87.68,casual,1
"Benson Ave & Church St",42.04,-87.69,casual,1
"Benson Ave & Church St",42.05,-87.68,casual,2861
"Benson Ave & Church St",42.04,-87.70,member,1
"Benson Ave & Church St",42.04,-87.68,member,1
"Benson Ave & Church St",42.05,-87.68,member,3864
"Bernard St & Elston Ave",41.95,-87.71,casual,408
"Bernard St & Elston Ave",41.95,-87.71,member,1480
"Bernard St & Elston Ave",41.96,-87.65,member,1
"Bernard St & Peterson Ave",41.99,-87.72,casual,27
"Bernard St & Peterson Ave",41.99,-87.72,member,28
"Big Marsh Park",41.69,-87.57,casual,226
"Big Marsh Park",41.69,-87.57,member,66
"Bissell St & Armitage Ave*",41.91,-87.64,casual,1
"Bissell St & Armitage Ave*",41.92,-87.65,casual,3570
"Bissell St & Armitage Ave*",41.93,-87.65,casual,1
"Bissell St & Armitage Ave*",41.89,-87.65,member,1
"Bissell St & Armitage Ave*",41.90,-87.64,member,1
"Bissell St & Armitage Ave*",41.90,-87.63,member,1
"Bissell St & Armitage Ave*",41.92,-87.65,member,7799
"Bissell St & Armitage Ave*",41.94,-87.66,member,1
"Blackstone Ave & 59th St",41.79,-87.59,casual,2172
"Blackstone Ave & 59th St",41.79,-87.60,member,1
"Blackstone Ave & 59th St",41.79,-87.59,member,6374
"Blackstone Ave & 59th St",41.89,-87.63,member,1
"Blackstone Ave & Hyde Park Blvd",41.80,-87.60,casual,1
"Blackstone Ave & Hyde Park Blvd",41.80,-87.59,casual,1893
"Blackstone Ave & Hyde Park Blvd",41.80,-87.60,member,1
"Blackstone Ave & Hyde Park Blvd",41.80,-87.59,member,3842
"Blackstone Ave & Hyde Park Blvd",41.80,-87.58,member,1
"Blackstone Ave & Hyde Park Blvd",41.89,-87.68,member,1
"Bloomingdale Ave & Harlem Ave",41.91,-87.81,casual,64
"Bloomingdale Ave & Harlem Ave",41.91,-87.81,member,23
"Blue Island Ave & 18th St",41.86,-87.66,casual,1923
"Blue Island Ave & 18th St",41.91,-87.69,casual,1
"Blue Island Ave & 18th St",41.86,-87.66,member,4131
"Blue Island Ave & 18th St",41.87,-87.66,member,1
"Bosworth Ave & Howard St",42.02,-87.67,casual,196
"Bosworth Ave & Howard St",42.02,-87.67,member,863
"Bradley Park",41.72,-87.56,casual,20
"Broadway & Argyle St",41.89,-87.68,casual,1
"Broadway & Argyle St",41.95,-87.73,casual,1
"Broadway & Argyle St",41.97,-87.66,casual,2983
"Broadway & Argyle St",41.88,-87.63,member,1
"Broadway & Argyle St",41.94,-87.64,member,1
"Broadway & Argyle St",41.97,-87.66,member,6780
"Broadway & Argyle St",41.97,-87.65,member,1
"Broadway & Argyle St",41.98,-87.66,member,1
"Broadway & Barry Ave",41.87,-87.61,casual,1
"Broadway & Barry Ave",41.88,-87.63,casual,1
"Broadway & Barry Ave",41.89,-87.68,casual,1
"Broadway & Barry Ave",41.91,-87.63,casual,1
"Broadway & Barry Ave",41.93,-87.64,casual,1
"Broadway & Barry Ave",41.93,-87.63,casual,2
"Broadway & Barry Ave",41.94,-87.64,casual,9896
"Broadway & Barry Ave",41.97,-87.65,casual,1
"Broadway & Barry Ave",41.98,-87.65,casual,1
"Broadway & Barry Ave",41.88,-87.65,member,1
"Broadway & Barry Ave",41.89,-87.68,member,1
"Broadway & Barry Ave",41.89,-87.63,member,2
"Broadway & Barry Ave",41.92,-87.70,member,1
"Broadway & Barry Ave",41.92,-87.65,member,1
"Broadway & Barry Ave",41.93,-87.64,member,4
"Broadway & Barry Ave",41.93,-87.63,member,1
"Broadway & Barry Ave",41.94,-87.65,member,2
"Broadway & Barry Ave",41.94,-87.64,member,20418
"Broadway & Barry Ave",41.97,-87.65,member,1
"Broadway & Belmont Ave",41.93,-87.65,casual,1
"Broadway & Belmont Ave",41.94,-87.65,casual,6206
"Broadway & Belmont Ave",41.94,-87.64,casual,1
"Broadway & Belmont Ave",41.90,-87.64,member,1
"Broadway & Belmont Ave",41.91,-87.65,member,1
"Broadway & Belmont Ave",41.92,-87.65,member,2
"Broadway & Belmont Ave",41.94,-87.67,member,1
"Broadway & Belmont Ave",41.94,-87.65,member,11537
"Broadway & Belmont Ave",41.94,-87.64,member,1
"Broadway & Belmont Ave",41.95,-87.65,member,1
"Broadway & Berwyn Ave",41.98,-87.66,casual,2556
"Broadway & Berwyn Ave",41.94,-87.67,member,1
"Broadway & Berwyn Ave",41.97,-87.65,member,1
"Broadway & Berwyn Ave",41.98,-87.66,member,5997
"Broadway & Cornelia Ave",41.76,-87.65,casual,1
"Broadway & Cornelia Ave",41.89,-87.65,casual,1
"Broadway & Cornelia Ave",41.90,-87.66,casual,1
"Broadway & Cornelia Ave",41.93,-87.65,casual,1
"Broadway & Cornelia Ave",41.94,-87.66,casual,1
"Broadway & Cornelia Ave",41.94,-87.65,casual,4
"Broadway & Cornelia Ave",41.94,-87.64,casual,2
"Broadway & Cornelia Ave",41.95,-87.66,casual,2
"Broadway & Cornelia Ave",41.95,-87.65,casual,8358
"Broadway & Cornelia Ave",41.95,-87.64,casual,3
"Broadway & Cornelia Ave",41.96,-87.65,casual,1
"Broadway & Cornelia Ave",41.97,-87.65,casual,2
"Broadway & Cornelia Ave",41.89,-87.68,member,1
