start_station_name,latitude,longtitude,member_type,num_trips
"Carpenter St & Huron St",41.90,-87.64,member,1
"Carpenter St & Huron St",41.91,-87.67,member,1
"Carpenter St & Huron St",41.92,-87.74,member,1
"Carpenter St & Huron St",41.92,-87.67,member,1
"Carpenter St & Huron St",41.94,-87.64,member,1
"Central Ave & Altgeld St",41.93,-87.77,casual,17
"Central Ave & Altgeld St",41.93,-87.77,member,19
"Central Ave & Chicago Ave",41.89,-87.76,casual,60
"Central Ave & Chicago Ave",41.90,-87.76,casual,2
"Central Ave & Chicago Ave",41.89,-87.77,member,1
"Central Ave & Chicago Ave",41.89,-87.76,member,283
"Central Ave & Chicago Ave",41.90,-87.76,member,12
"Central Ave & Harrison St",41.87,-87.76,casual,84
"Central Ave & Harrison St",41.87,-87.76,member,35
"Central Ave & Lake St",41.89,-87.77,casual,108
"Central Ave & Lake St",41.89,-87.77,member,88
"Central Ave & Madison St",41.88,-87.76,casual,87
"Central Ave & Madison St",41.88,-87.76,member,59
"Central Ave & Parker Ave",41.93,-87.77,casual,119
"Central Ave & Parker Ave",41.93,-87.77,member,121
"Central Ave & Roscoe St",41.94,-87.77,casual,87
"Central Ave & Roscoe St",41.94,-87.77,member,85
"Central Ave & Wellington Ave",41.93,-87.77,casual,20
"Central Ave & Wellington Ave",41.93,-87.77,member,24
"Central Park & Augusta Blvd",41.90,-87.72,casual,109
"Central Park & Augusta Blvd",41.90,-87.72,member,102
"Central Park Ave & 24th St",41.85,-87.72,casual,202
"Central Park Ave & 24th St",41.85,-87.72,member,55
"Central Park Ave & 24th St",41.85,-87.71,member,1
"Central Park Ave & 66th St",41.77,-87.71,casual,6
"Central Park Ave & Ardmore Ave",41.99,-87.72,casual,25
"Central Park Ave & Ardmore Ave",41.99,-87.72,member,17
"Central Park Ave & Bloomingdale Ave",41.91,-87.72,casual,1245
"Central Park Ave & Bloomingdale Ave",41.91,-87.72,member,1508
"Central Park Ave & Douglas Blvd",41.86,-87.72,casual,57
"Central Park Ave & Douglas Blvd",41.86,-87.72,member,27
"Central Park Ave & Elbridge Ave",41.94,-87.72,casual,1188
"Central Park Ave & Elbridge Ave",41.94,-87.72,member,1924
"Central Park Ave & North Ave",41.91,-87.72,casual,671
"Central Park Ave & North Ave",41.91,-87.72,member,616
"Central Park Ave & Ogden Ave",41.85,-87.72,casual,495
"Central Park Ave & Ogden Ave",41.85,-87.71,casual,14
"Central Park Ave & Ogden Ave",41.89,-87.66,casual,1
"Central Park Ave & Ogden Ave",41.85,-87.72,member,312
"Central Park Ave & Ogden Ave",41.85,-87.71,member,4
"Central Park Ave & Ohio St",41.89,-87.72,casual,120
"Central Park Ave & Ohio St",41.89,-87.72,member,15
"Central Park Ave & Washington Blvd",41.88,-87.72,casual,15
"Central Park Ave & Washington Blvd",41.88,-87.72,member,10
"Central Park Blvd & 5th Ave",41.88,-87.72,casual,91
"Central Park Blvd & 5th Ave",41.88,-87.72,member,82
"Central St & Girard Ave",42.06,-87.69,casual,589
"Central St & Girard Ave",42.06,-87.69,member,530
"Central St Metra",42.06,-87.70,casual,733
"Central St Metra",42.06,-87.70,member,567
"Cherry Ave & Blackhawk St",41.91,-87.66,casual,947
"Cherry Ave & Blackhawk St",41.91,-87.66,member,1482
"Chicago Ave & Sheridan Rd",42.05,-87.68,casual,2598
"Chicago Ave & Sheridan Rd",42.05,-87.68,member,3109
"Chicago Ave & Washington St",42.03,-87.68,casual,1447
"Chicago Ave & Washington St",42.03,-87.68,member,1599
"Chicago State University",41.72,-87.61,casual,232
"Chicago State University",41.72,-87.62,member,1
"Chicago State University",41.72,-87.61,member,171
"Christiana Ave & Lawrence Ave",41.85,-87.68,casual,1
"Christiana Ave & Lawrence Ave",41.97,-87.71,casual,852
"Christiana Ave & Lawrence Ave",41.97,-87.71,member,1137
"Cicero Ave & Flournoy St",41.87,-87.75,casual,54
"Cicero Ave & Flournoy St",41.87,-87.75,member,60
"Cicero Ave & Grace St",41.95,-87.75,casual,131
"Cicero Ave & Grace St",41.95,-87.75,member,193
"Cicero Ave & Lake St",41.89,-87.75,casual,125
"Cicero Ave & Lake St",41.89,-87.75,member,71
"Cicero Ave & Quincy St",41.88,-87.75,casual,46
"Cicero Ave & Quincy St",41.88,-87.75,member,65
"Cicero Ave & Roscoe Ave",41.94,-87.75,casual,37
"Cicero Ave & Roscoe Ave",41.94,-87.75,member,38
"Cicero Ave & Wellington Ave",41.94,-87.75,member,1
"Cicero Ave & Wrightwood Ave",41.93,-87.75,casual,17
"Cicero Ave & Wrightwood Ave",41.93,-87.75,member,46
"Cityfront Plaza Dr & Pioneer Ct",41.89,-87.68,casual,1
"Cityfront Plaza Dr & Pioneer Ct",41.89,-87.65,casual,1
"Cityfront Plaza Dr & Pioneer Ct",41.89,-87.62,casual,6519
"Cityfront Plaza Dr & Pioneer Ct",41.89,-87.61,casual,1
"Cityfront Plaza Dr & Pioneer Ct",41.86,-87.68,member,1
"Cityfront Plaza Dr & Pioneer Ct",41.87,-87.66,member,1
"Cityfront Plaza Dr & Pioneer Ct",41.87,-87.63,member,1
"Cityfront Plaza Dr & Pioneer Ct",41.88,-87.65,member,2
"Cityfront Plaza Dr & Pioneer Ct",41.89,-87.68,member,1
"Cityfront Plaza Dr & Pioneer Ct",41.89,-87.63,member,2
"Cityfront Plaza Dr & Pioneer Ct",41.89,-87.62,member,7978
"Cityfront Plaza Dr & Pioneer Ct",41.90,-87.62,member,1
"Claremont Ave & Hirsch St",41.91,-87.69,casual,1218
"Claremont Ave & Hirsch St",41.89,-87.64,member,1
"Claremont Ave & Hirsch St",41.90,-87.68,member,1
"Claremont Ave & Hirsch St",41.91,-87.69,member,2623
"Clarendon Ave & Gordon Ter",41.94,-87.65,casual,1
"Clarendon Ave & Gordon Ter",41.96,-87.65,casual,4790
"Clarendon Ave & Gordon Ter",41.96,-87.64,casual,1
"Clarendon Ave & Gordon Ter",41.88,-87.66,member,1
"Clarendon Ave & Gordon Ter",41.88,-87.65,member,1
"Clarendon Ave & Gordon Ter",41.89,-87.64,member,1
"Clarendon Ave & Gordon Ter",41.94,-87.64,member,1
"Clarendon Ave & Gordon Ter",41.95,-87.73,member,1
"Clarendon Ave & Gordon Ter",41.95,-87.65,member,2
"Clarendon Ave & Gordon Ter",41.96,-87.65,member,11846
"Clarendon Ave & Gordon Ter",41.96,-87.64,member,1
"Clarendon Ave & Gordon Ter",41.97,-87.65,member,2
"Clarendon Ave & Junior Ter",41.95,-87.65,casual,1
"Clarendon Ave & Junior Ter",41.96,-87.65,casual,4279
"Clarendon Ave & Junior Ter",41.96,-87.64,casual,1
"Clarendon Ave & Junior Ter",41.97,-87.65,casual,2
"Clarendon Ave & Junior Ter",41.88,-87.65,member,1
"Clarendon Ave & Junior Ter",41.89,-87.65,member,1
"Clarendon Ave & Junior Ter",41.90,-87.62,member,1
"Clarendon Ave & Junior Ter",41.96,-87.65,member,8486
"Clarendon Ave & Leland Ave",41.97,-87.65,casual,2472
"Clarendon Ave & Leland Ave",41.86,-87.68,member,1
"Clarendon Ave & Leland Ave",41.97,-87.65,member,4574
"Clark St & 9th St (AMLI)",41.87,-87.65,casual,1
"Clark St & 9th St (AMLI)",41.87,-87.63,casual,2502
"Clark St & 9th St (AMLI)",41.88,-87.63,casual,2
"Clark St & 9th St (AMLI)",41.87,-87.63,member,4328
"Clark St & Armitage Ave",41.86,-87.67,casual,1
"Clark St & Armitage Ave",41.88,-87.63,casual,2
"Clark St & Armitage Ave",41.89,-87.68,casual,1
"Clark St & Armitage Ave",41.89,-87.64,casual,2
"Clark St & Armitage Ave",41.90,-87.66,casual,1
"Clark St & Armitage Ave",41.90,-87.64,casual,1
"Clark St & Armitage Ave",41.91,-87.67,casual,1
"Clark St & Armitage Ave",41.91,-87.63,casual,1
"Clark St & Armitage Ave",41.92,-87.65,casual,1
"Clark St & Armitage Ave",41.92,-87.64,casual,12287
"Clark St & Armitage Ave",41.93,-87.64,casual,2
"Clark St & Armitage Ave",41.96,-87.64,casual,1
"Clark St & Armitage Ave",41.77,-87.58,member,1
"Clark St & Armitage Ave",41.87,-87.64,member,1
"Clark St & Armitage Ave",41.88,-87.65,member,1
"Clark St & Armitage Ave",41.89,-87.68,member,1
"Clark St & Armitage Ave",41.89,-87.64,member,1
"Clark St & Armitage Ave",41.90,-87.66,member,2
"Clark St & Armitage Ave",41.91,-87.63,member,1
"Clark St & Armitage Ave",41.92,-87.65,member,4
"Clark St & Armitage Ave",41.92,-87.64,member,16700
"Clark St & Berwyn Ave",41.86,-87.68,casual,1
"Clark St & Berwyn Ave",41.92,-87.74,casual,1
"Clark St & Berwyn Ave",41.97,-87.67,casual,1
"Clark St & Berwyn Ave",41.97,-87.66,casual,1
"Clark St & Berwyn Ave",41.98,-87.67,casual,4637
"Clark St & Berwyn Ave",41.88,-87.63,member,1
"Clark St & Berwyn Ave",41.89,-87.68,member,1
"Clark St & Berwyn Ave",41.94,-87.67,member,1
"Clark St & Berwyn Ave",41.95,-87.64,member,1
"Clark St & Berwyn Ave",41.98,-87.67,member,8721
"Clark St & Bryn Mawr Ave",41.97,-87.67,casual,1
"Clark St & Bryn Mawr Ave",41.98,-87.67,casual,3056
"Clark St & Bryn Mawr Ave",41.99,-87.65,casual,1
"Clark St & Bryn Mawr Ave",41.89,-87.68,member,1
"Clark St & Bryn Mawr Ave",41.95,-87.73,member,1
"Clark St & Bryn Mawr Ave",41.97,-87.65,member,1
"Clark St & Bryn Mawr Ave",41.97,-87.64,member,1
"Clark St & Bryn Mawr Ave",41.98,-87.67,member,6734
"Clark St & Bryn Mawr Ave",41.99,-87.67,member,1
"Clark St & Chicago Ave",41.89,-87.63,casual,2
"Clark St & Chicago Ave",41.90,-87.63,casual,4070
"Clark St & Chicago Ave",41.85,-87.63,member,1
"Clark St & Chicago Ave",41.86,-87.72,member,1
"Clark St & Chicago Ave",41.88,-87.65,member,1
"Clark St & Chicago Ave",41.88,-87.63,member,1
"Clark St & Chicago Ave",41.89,-87.63,member,3
"Clark St & Chicago Ave",41.90,-87.67,member,2
"Clark St & Chicago Ave",41.90,-87.63,member,8698
"Clark St & Chicago Ave",41.91,-87.63,member,2
"Clark St & Chicago Ave",41.92,-87.64,member,1
"Clark St & Chicago Ave",41.94,-87.64,member,1
"Clark St & Columbia Ave",42.00,-87.67,casual,928
"Clark St & Columbia Ave",42.00,-87.67,member,1924
"Clark St & Drummond Pl",41.91,-87.65,casual,1
"Clark St & Drummond Pl",41.93,-87.64,casual,7590
"Clark St & Drummond Pl",41.93,-87.63,casual,1
"Clark St & Drummond Pl",41.94,-87.65,casual,2
"Clark St & Drummond Pl",41.88,-87.63,member,1
"Clark St & Drummond Pl",41.89,-87.68,member,1
"Clark St & Drummond Pl",41.90,-87.69,member,4
"Clark St & Drummond Pl",41.92,-87.65,member,2
"Clark St & Drummond Pl",41.93,-87.65,member,2
"Clark St & Drummond Pl",41.93,-87.64,member,14954
"Clark St & Elm St",41.77,-87.58,casual,1
"Clark St & Elm St",41.86,-87.68,casual,1
"Clark St & Elm St",41.87,-87.65,casual,1
"Clark St & Elm St",41.88,-87.65,casual,1
"Clark St & Elm St",41.88,-87.63,casual,1
"Clark St & Elm St",41.89,-87.68,casual,1
"Clark St & Elm St",41.89,-87.67,casual,1
"Clark St & Elm St",41.90,-87.67,casual,1
"Clark St & Elm St",41.90,-87.64,casual,2
"Clark St & Elm St",41.90,-87.63,casual,11868
"Clark St & Elm St",41.91,-87.63,casual,2
"Clark St & Elm St",41.92,-87.64,casual,1
"Clark St & Elm St",41.86,-87.68,member,1
"Clark St & Elm St",41.87,-87.64,member,1
"Clark St & Elm St",41.88,-87.65,member,1
"Clark St & Elm St",41.88,-87.64,member,1
"Clark St & Elm St",41.88,-87.63,member,2
"Clark St & Elm St",41.89,-87.64,member,1
"Clark St & Elm St",41.89,-87.63,member,3
"Clark St & Elm St",41.90,-87.66,member,1
"Clark St & Elm St",41.90,-87.65,member,1
"Clark St & Elm St",41.90,-87.64,member,1
"Clark St & Elm St",41.90,-87.63,member,27237
"Clark St & Elm St",41.90,-87.62,member,1
"Clark St & Elm St",41.91,-87.67,member,1
"Clark St & Elm St",41.91,-87.65,member,1
"Clark St & Elm St",41.91,-87.63,member,4
"Clark St & Elm St",41.92,-87.67,member,2
"Clark St & Elm St",41.92,-87.65,member,1
"Clark St & Elm St",41.93,-87.64,member,1
"Clark St & Elm St",41.95,-87.67,member,1
"Clark St & Elmdale Ave",41.99,-87.67,casual,1535
"Clark St & Elmdale Ave",41.96,-87.67,member,1
"Clark St & Elmdale Ave",41.99,-87.67,member,2464
"Clark St & Grace St",41.95,-87.66,casual,6601
"Clark St & Grace St",41.96,-87.66,casual,1
"Clark St & Grace St",41.97,-87.67,casual,1
"Clark St & Grace St",41.87,-87.65,member,1
"Clark St & Grace St",41.92,-87.74,member,1
"Clark St & Grace St",41.92,-87.65,member,2
"Clark St & Grace St",41.93,-87.64,member,1
"Clark St & Grace St",41.95,-87.66,member,8091
"Clark St & Ida B Wells Dr",41.88,-87.63,casual,2679
"Clark St & Ida B Wells Dr",41.95,-87.65,casual,1
"Clark St & Ida B Wells Dr",41.85,-87.62,member,1
"Clark St & Ida B Wells Dr",41.87,-87.63,member,1
"Clark St & Ida B Wells Dr",41.87,-87.62,member,1
"Clark St & Ida B Wells Dr",41.88,-87.63,member,6635
"Clark St & Ida B Wells Dr",41.89,-87.68,member,1
"Clark St & Ida B Wells Dr",41.89,-87.66,member,1
"Clark St & Ida B Wells Dr",41.89,-87.63,member,1
"Clark St & Jarvis Ave",42.02,-87.68,casual,336
"Clark St & Jarvis Ave",42.02,-87.67,casual,126
"Clark St & Jarvis Ave",42.02,-87.68,member,868
"Clark St & Jarvis Ave",42.02,-87.67,member,202
"Clark St & Lake St",41.87,-87.67,casual,1
"Clark St & Lake St",41.88,-87.64,casual,1
"Clark St & Lake St",41.88,-87.63,casual,6
"Clark St & Lake St",41.89,-87.64,casual,1
"Clark St & Lake St",41.89,-87.63,casual,5797
"Clark St & Lake St",41.95,-87.66,casual,1
"Clark St & Lake St",41.87,-87.66,member,1
"Clark St & Lake St",41.87,-87.63,member,1
"Clark St & Lake St",41.88,-87.65,member,3
"Clark St & Lake St",41.88,-87.64,member,3
"Clark St & Lake St",41.88,-87.63,member,22
"Clark St & Lake St",41.89,-87.65,member,1
"Clark St & Lake St",41.89,-87.63,member,12843
"Clark St & Lake St",41.89,-87.62,member,2
"Clark St & Lake St",41.90,-87.64,member,1
"Clark St & Lake St",41.90,-87.63,member,1
"Clark St & Leland Ave",41.92,-87.74,casual,1
"Clark St & Leland Ave",41.97,-87.67,casual,3879
"Clark St & Leland Ave",41.98,-87.67,casual,1
"Clark St & Leland Ave",41.89,-87.68,member,1
"Clark St & Leland Ave",41.90,-87.63,member,1
"Clark St & Leland Ave",41.97,-87.67,member,7604
"Clark St & Lincoln Ave",41.88,-87.62,casual,1
"Clark St & Lincoln Ave",41.89,-87.63,casual,1
"Clark St & Lincoln Ave",41.90,-87.63,casual,1
"Clark St & Lincoln Ave",41.91,-87.63,casual,2
"Clark St & Lincoln Ave",41.92,-87.64,casual,5
"Clark St & Lincoln Ave",41.92,-87.63,casual,12041
"Clark St & Lincoln Ave",41.93,-87.64,casual,1
"Clark St & Lincoln Ave",41.87,-87.61,member,1
"Clark St & Lincoln Ave",41.88,-87.63,member,1
"Clark St & Lincoln Ave",41.89,-87.64,member,1
"Clark St & Lincoln Ave",41.89,-87.60,member,1
"Clark St & Lincoln Ave",41.91,-87.68,member,1
"Clark St & Lincoln Ave",41.91,-87.63,member,2
"Clark St & Lincoln Ave",41.92,-87.65,member,5
"Clark St & Lincoln Ave",41.92,-87.64,member,3
"Clark St & Lincoln Ave",41.92,-87.63,member,16121
"Clark St & Lincoln Ave",41.93,-87.68,member,1
"Clark St & Lincoln Ave",41.93,-87.64,member,1
"Clark St & Lincoln Ave",41.94,-87.64,member,1
"Clark St & Lunt Ave",41.90,-87.63,casual,1
"Clark St & Lunt Ave",42.01,-87.68,casual,1
"Clark St & Lunt Ave",42.01,-87.67,casual,1857
"Clark St & Lunt Ave",42.01,-87.67,member,3157
"Clark St & Montrose Ave",41.94,-87.67,casual,1
"Clark St & Montrose Ave",41.94,-87.65,casual,1
"Clark St & Montrose Ave",41.96,-87.67,casual,3091
"Clark St & Montrose Ave",41.96,-87.65,casual,1
"Clark St & Montrose Ave",41.90,-87.60,member,1
"Clark St & Montrose Ave",41.96,-87.67,member,5651
"Clark St & Newport St",41.90,-87.62,casual,1
"Clark St & Newport St",41.93,-87.64,casual,1
"Clark St & Newport St",41.94,-87.67,casual,1
"Clark St & Newport St",41.94,-87.66,casual,21
"Clark St & Newport St",41.94,-87.65,casual,10193
"Clark St & Newport St",41.95,-87.65,casual,1
"Clark St & Newport St",41.95,-87.64,casual,1
"Clark St & Newport St",41.96,-87.65,casual,1
"Clark St & Newport St",41.76,-87.65,member,1
"Clark St & Newport St",41.87,-87.69,member,1
"Clark St & Newport St",41.88,-87.65,member,1
"Clark St & Newport St",41.89,-87.65,member,1
"Clark St & Newport St",41.92,-87.64,member,1
"Clark St & Newport St",41.94,-87.67,member,1
"Clark St & Newport St",41.94,-87.66,member,28
"Clark St & Newport St",41.94,-87.65,member,13163
"Clark St & Newport St",41.95,-87.66,member,1
"Clark St & Newport St",41.95,-87.65,member,3
"Clark St & North Ave",41.90,-87.63,casual,1
"Clark St & North Ave",41.90,-87.62,casual,1
"Clark St & North Ave",41.91,-87.63,casual,5740
"Clark St & North Ave",41.94,-87.65,casual,1
"Clark St & North Ave",41.91,-87.63,member,7846
"Clark St & North Ave",41.92,-87.64,member,1
"Clark St & North Ave",41.94,-87.68,member,1
"Clark St & Randolph St",41.88,-87.64,casual,1
"Clark St & Randolph St",41.88,-87.63,casual,3500
"Clark St & Randolph St",41.88,-87.62,casual,1
"Clark St & Randolph St",41.89,-87.68,casual,1
"Clark St & Randolph St",41.89,-87.63,casual,147
"Clark St & Randolph St",41.90,-87.64,casual,1
"Clark St & Randolph St",41.76,-87.60,member,1
"Clark St & Randolph St",41.86,-87.65,member,1
"Clark St & Randolph St",41.88,-87.65,member,4
"Clark St & Randolph St",41.88,-87.64,member,1
"Clark St & Randolph St",41.88,-87.63,member,7583
"Clark St & Randolph St",41.89,-87.63,member,299
"Clark St & Randolph St",41.92,-87.64,member,1
"Clark St & Schiller St",41.76,-87.65,casual,1
"Clark St & Schiller St",41.88,-87.63,casual,1
"Clark St & Schiller St",41.90,-87.63,casual,2
"Clark St & Schiller St",41.91,-87.63,casual,6552
"Clark St & Schiller St",41.92,-87.64,casual,1
